FName,LName,Target,Min,Max,Location,Focus,0,1,2,3,4
Jeff,Abbott,$1M,$500K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Consumer Internet , Consumer Internet , Female Investors  , Los Angeles / Southern California  , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , Social Commerce , Social Commerce , Social Networks , Social Networks , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.fundingbox.vc/,https://www.linkedin.com/in/tomaszmazuryk/,https://www.twitter.com/tomasz_mazuryk,https://www.angel.co/u/tomasz-mazuryk,https://www.crunchbase.com/person/tomasz-mazuryk
Jonathan,Ellis,$1M,$100K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Chicago (IL) Consumer Internet , Consumer Internet , Enterprise , Enterprise , FinTech , FinTech , Food and Beverage , Food and Beverage , Health & Hospital Services , Health & Hospital Services , Health IT , Health IT , Insurance , Insurance , IoT , IoT , Midwest  , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.sputnikatx.com/droksana,https://www.linkedin.com/in/oksana-mindyuk-malysheva-62193a3/,https://www.angel.co/u/oksana-malysheva,https://www.crunchbase.com/person/oksana-malysheva,
John,O'Brien,$25K,$10K,$100K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Los Angeles (CA) , Richmond (VA) , San Francisco (CA)  AI , AI , Cloud Infrastructure , Cloud Infrastructure , E-commerce , E-commerce , Enterprise , Enterprise , FinTech , FinTech , GovTech , GovTech , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) , Seattle / Portland  , Space , Space , Web3/Blockchain , Web3/Blockchain , Investors who were founders  ",https://www.apistrategist.com/,https://www.linkedin.com/in/jglassenberg/,https://www.twitter.com/jglassenberg,https://www.angel.co/jglassenberg,https://www.crunchbase.com/person/jeremy-glassenberg
Marc,Phillips,$400K,$100K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) SaaS (Pre-Seed) , SaaS (Seed) , Social Networks , Social Networks ",https://www.stoutstreetcapital.com/about-us/,https://www.linkedin.com/in/clay-gordon-1380ab54/,https://www.crunchbase.com/person/clay-gordon-2,,
John,Burns,$200K,$100K,$300K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Maine Enterprise , Enterprise , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.csvpfund.com/,https://www.linkedin.com/in/abhishek-prasad-5082477/,https://www.crunchbase.com/person/abhishek-prasad,,
Ken,Horenstein,$250K,$50K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) , San Francisco (CA) , Seattle (WA)  AI , AI , BioTech , BioTech , Cloud Infrastructure , Cloud Infrastructure , Crypto/Web3 , Crypto/Web3 , DeepTech , DeepTech , Developer Tools , Developer Tools , Diverse Investors  , Enterprise , Enterprise , Future of Work , Future of Work , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , Seattle / Portland  , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders   AI , AI , Analytics , Analytics , Data Services , Data Services , Direct-to-Consumer (DTC) , Direct-to-Consumer (DTC) , Diverse Investors  , E-commerce , E-commerce , Enterprise Applications , Enterprise Applications , Enterprise , Enterprise , Midwest  , SaaS (Pre-Seed) , SaaS (Seed) , SMB Software , SMB Software , Wellness & Fitness , Wellness & Fitness , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.clear.ventures/people/christopher-j-rust/,https://www.linkedin.com/in/chrisrust/,https://www.angel.co/chris-rust-1,https://www.crunchbase.com/person/christopher-j-rust,
Michael,Dolbec,$2.5M,$100K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States, Europe AI , Analytics , Cybersecurity , EnergyTech , Future of Work , IoT , Logistics , Manufacturing , SaaS (Seed) , San Francisco Bay Area  , Space , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.linkedin.com/in/mitch-patridge-0614b25/,https://www.crunchbase.com/person/mitch-patridge,,,
Jason,DeStigter,$300K,$100K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Des Moines (IA) Consumer Internet , Consumer Internet , Enterprise , Enterprise , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.omninet.com/about/team/,https://www.linkedin.com/in/neil-kadisha-527a949/,https://www.crunchbase.com/person/neil-kadisha,,
Istvan,Jonyer,$150K,$10K,$250K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AI , AI , Crypto/Web3 , Crypto/Web3 , Data Services , Data Services , DeepTech , DeepTech , E-commerce , E-commerce , FinTech , FinTech , Future of Work , Future of Work , Los Angeles / Southern California  , Payments , Payments , SaaS (Pre-Seed) , SaaS (Seed) , Security , Security , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.2amvc.com/,https://www.linkedin.com/in/hershelmehta/,https://www.twitter.com/mehtahershel,https://www.angel.co/p/hershel-mehta-2,https://www.crunchbase.com/person/hershel-mehta
Gary,Sheynkman,$150K,$50K,$200K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," New York (NY) , Tallinn, London , Dubai, San Francisco (CA) , Montreal  Advertising , Advertising , Cloud Infrastructure , Cloud Infrastructure , Developer Tools , Developer Tools , Enterprise , Enterprise , MarketingTech , MarketingTech , Media/Content , Media/Content , SaaS (Pre-Seed) , SaaS (Seed) , Sales & CRM , Sales & CRM , Web3/Blockchain , Web3/Blockchain ",https://www.thcap.com/,https://mobile.twitter.com/lgroy,https://www.crunchbase.com/person/luis-gutierrez,,
Raphael,Danilo,$75K,$50K,$100K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Los Angeles (CA) Consumer Internet , Consumer Internet , Enterprise , Enterprise , Los Angeles / Southern California  , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.blitzscalingvc.com/,https://www.linkedin.com/jeffreydabbott/,https://www.twitter.com/jeffreydabbott,https://www.crunchbase.com/person/jeffrey-abbott,
Evan,Zimmerman,$100K,$50K,$1.5M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Boston (MA) , New York (NY) , San Francisco (CA) , Los Angeles (CA) , Tel Aviv (Israel)  Consumer Internet , Consumer Internet , FinTech , FinTech , Future of Work , Future of Work , Hardware , Hardware , Health IT , Health IT , Insurance , Insurance , Logistics , Logistics , SaaS (Pre-Seed) , SaaS (Seed) , Security , Security , SMB Software , SMB Software ",https://www.sandalphoncapital.com/team/,https://www.linkedin.com/in/ellisjr/,https://www.twitter.com/jonrellis,https://www.angel.co/p/ellisjr,https://www.crunchbase.com/person/jonathan-ellis-3
Ash,Archibald,$75K,$25K,$150K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) , Los Angeles / Southern California , New York (NY) , Brazil, Moscow, United States  AgTech , AgTech , Cloud Infrastructure , Cloud Infrastructure , Enterprise , Enterprise , FinTech , FinTech , Health IT , Health IT , Payments , Payments , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Security , Security , SMB Software , SMB Software ",https://www.strangebrewstrategies.com/,https://www.linkedin.com/in/johnobrien79/,https://www.crunchbase.com/person/john-o-brien,,
Robb,Kunz,$200K,$25K,$1.2M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Salt Lake City (UT) Analytics , Analytics , Cloud Infrastructure , Cloud Infrastructure , Colorado / Utah  , Enterprise , Enterprise , Health IT , Health IT , Local Services , Local Services , SaaS (Pre-Seed) , SaaS (Seed) , Security , Security , SMB Software , SMB Software , Social Commerce , Social Commerce , Space , Space ",https://www.crunchbase.com/person/marc-phillips,,,,
Luke,Thompson,$250K,$50K,$500K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Consumer Health , Consumer Health , Diverse Investors  , E-commerce , E-commerce , FinTech , FinTech , Future of Work , Future of Work , Gaming/eSports , Gaming/eSports , Insurance , Insurance , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , SMB Software , SMB Software , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.linkedin.com/in/john-burns-61837ba/,https://www.angel.co/p/john-burns,https://www.crunchbase.com/person/john-burns-2,,
Kevin,Kaplan,$5K,$1K,$25K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Austin (TX) Angel, Scout, and Solo-Capitalists  , Austin  , Diverse Investors  , E-commerce , E-commerce , Entertainment & Sports , Entertainment & Sports , FinTech , FinTech , Food and Beverage , Food and Beverage , Gaming/eSports , Gaming/eSports , IoT , IoT , Logistics , Logistics , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who invested in female founders  ",https://www.packvc.com/,https://www.linkedin.com/in/kenhorenstein/,https://www.twitter.com/kenhorenstein,https://www.angel.co/p/kenneth-horenstein,https://www.crunchbase.com/person/ken-horenstein
Blake,Koriath,$2.0M,$500K,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," United States, Canada Midwest  , SaaS (Seed) Save View <div style=""position: relative; width: 52px; height: 52px;",https://www.linkedin.com/in/damoncronkey/,https://www.crunchbase.com/person/damon-cronkey,,,
Matt,Cohler,$4.0M,$2.0M,$20.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Consumer Internet , Consumer Internet , Enterprise , Enterprise , Marketplaces , Marketplaces , Media/Content , Media/Content , SaaS (Seed) , SaaS (Series A) ",https://www.momenta.one/digital-industry-ventures,https://www.linkedin.com/in/michaeldolbec/,https://www.twitter.com/mdolbec,,
Edson,Rigonatti,$1M,$100K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Sao Paulo (Brazil) Advertising , Advertising , Data Services , Data Services , Developer Tools , Developer Tools , Digital Health , Digital Health , E-commerce , E-commerce , Education , Education , Enterprise , Enterprise , FinTech , FinTech , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.linkedin.com/in/jason-destigter-7a4a537/,https://www.angel.co/p/jdestigter,,,
Tom,Humphrey,$2.0M,$250K,$10.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Brisbane (Australia), Melbourne (Australia), Sydney (Australia), New Zealand, Auckland (New Zealand)  AI , Developer Tools , E-commerce , Education , Enterprise , Health IT , Human Capital/HRTech , Marketplaces , SaaS (Seed) , Sales & CRM , SMB Software , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.sidespin.vc/,https://www.linkedin.com/in/istvanjonyer/,https://www.twitter.com/SidespinVC,,
Sukaina,Alarakhia,$500K,$250K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AI , AI , Analytics , Analytics , AR/VR , AR/VR , BioTech , BioTech , Health IT , Health IT , IoT , IoT , Los Angeles / Southern California  , Medical Devices , Medical Devices , Pharmaceuticals , Pharmaceuticals , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.ginco.investments/portfolio/,https://www.linkedin.com/in/sheynkman/,https://www.angel.co/sheynk,https://www.crunchbase.com/person/gary-sheynkman,
Chris,Cowart,$1.5M,$250K,$4.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Francisco (CA) Marketplaces , SaaS (Seed) , Social Networks , Travel ",https://www.evening.fund/,https://www.linkedin.com/in/raphael-danilo-481b41b2/,https://www.twitter.com/raph_danilo?lang=en,https://www.angel.co/raphael-danilo,https://www.crunchbase.com/person/raphael-danilo
Kamil,Mieczakowski,$3.5M,$2.0M,$7.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," London , Europe AI , AI , Cloud Infrastructure , Cloud Infrastructure , Cybersecurity , Cybersecurity , Data Services , Data Services , Diverse Investors  , Enterprise , Enterprise , FinTech , FinTech , Insurance , Insurance , IoT , IoT , London  , SaaS (Seed) , SaaS (Series A) , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.jovono.com/,https://www.linkedin.com/in/ejz/,https://www.twitter.com/ejzim,https://www.angel.co/ejz,https://www.crunchbase.com/person/evan-zimmerman
Ozge,Oz,$300K,$150K,$1M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," AgTech , AgTech , AI , AI , Developer Tools , Developer Tools , Diverse Investors  , Enterprise , Enterprise , FinTech , FinTech , Future of Work , Future of Work , Logistics , Logistics , Marketplaces , Marketplaces , Real Estate/PropTech , Real Estate/PropTech , SaaS (Pre-Seed) , SaaS (Seed) , Investors who invested in diverse founders  , Investors who invested in female founders  , Investors who were founders  ",https://www.mirventures.com/,https://www.linkedin.com/in/ashleyarchibald/,https://www.angel.co/ashley-archibald,https://www.crunchbase.com/person/ash-archibald,
Josh,Cohen,$3.0M,$1M,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Boston (MA) , San Francisco (CA) , Los Angeles (CA) , Chicago (IL) , Pittsburgh (PA)  FinTech , FinTech , Insurance , Insurance , Marketplaces , Marketplaces , Real Estate/PropTech , Real Estate/PropTech , SaaS (Seed) , SaaS (Series A) , SMB Software , SMB Software , TransportationTech , TransportationTech ",https://www.newspace.vc/,https://www.linkedin.com/in/robbkunz/,https://www.twitter.com/robbkunz,https://www.angel.co/robbkunz,https://www.crunchbase.com/person/robb-kunz
Caro,Acevedo,$1M,$500K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Miami (FL) , San Francisco (CA) , New York (NY)  Consumer Internet , Consumer Internet , Enterprise , Enterprise , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.mgv.vc/,https://www.linkedin.com/in/thompsonlucas/,https://www.twitter.com/LukeThompson360,,
Kira,Noodleman,$750K,$150K,$2.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) AI , AI , BioTech , BioTech , Enterprise , Enterprise , Robotics , Robotics , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Space , Space , Web3/Blockchain , Web3/Blockchain ",https://www.linkedin.com/in/kmkaplan/,https://www.twitter.com/texkap523,https://www.angel.co/p/kevin-kaplan,https://www.crunchbase.com/person/kevin-kaplan,
Iman,Abuzeid,$50K,$10K,$100K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Angel, Scout, and Solo-Capitalists  , Consumer Internet , Consumer Internet , Health IT , Health IT , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://www.highalpha.com/,https://www.linkedin.com/in/bkoriath/,https://www.crunchbase.com/person/blake-koriath,,
Varsha,Rao,$100K,$25K,$250K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) , Bangalore, Los Angeles (CA)  AI , AI , Analytics , Analytics , Angel, Scout, and Solo-Capitalists  , Consumer Health , Consumer Health , Consumer Internet , Consumer Internet , Cosmetics , Cosmetics , E-commerce , E-commerce , FinTech , FinTech , Marketplaces , Marketplaces , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  , Social Commerce , Social Commerce ",https://www.kkr.com/our-firm,https://www.linkedin.com/in/mattcohler/,https://www.twitter.com/mattcohler,https://www.angel.co/p/mattcohler,https://www.crunchbase.com/person/matt-cohler
Andy,Tang,$1.5M,$500K,$5.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," San Mateo (CA) , Menlo Park (CA)  ClimateTech/CleanTech , EnergyTech , Enterprise , SaaS (Seed) , San Francisco Bay Area  , Web3/Blockchain ",https://www.astellainvest.com/en/people,https://www.linkedin.com/in/edsonrigonatti/,https://www.twitter.com/erigonatti,https://www.angel.co/p/erigonatti,https://www.crunchbase.com/person/edson-rigonatti
Cristina,Cordova,$25K,$10K,$50K,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," SF Bay Area (CA) Angel, Scout, and Solo-Capitalists  , Developer Tools , Developer Tools , FinTech , FinTech , SaaS (Pre-Seed) , SaaS (Seed) , San Francisco Bay Area  ",https://humphrey.substack.com/,https://www.linkedin.com/in/tomhumphrey1/,https://www.twitter.com/TomHums,https://www.angel.co/u/tom-humphrey-2,https://www.crunchbase.com/person/tom-humphrey
Beth,Engel,$500K,$500K,$3.0M,"Palo Alto (CA) , San Francisco (CA) , SF Bay Area (CA)"," Omaha (NE) Consumer Internet , Consumer Internet , Diverse Investors  , E-commerce , E-commerce , Female Investors  , SaaS (Pre-Seed) , SaaS (Seed) ",https://www.moorevp.com/,https://www.linkedin.com/in/sukaina/,https://www.crunchbase.com/person/sukaina-alarakhia,,
